Serovar	O	H1	H2	Probability
II	58	a	z6	0
II	58	b	1,5	0
II	58	c	z6	0
II	58	d	z6	0
IIIb	58	i	e,n,x,z15	0
IIIb	58	i	z53	0
IIIb	58	k	z	0
IIIb	58	l,v	e,n,x,z15	0
IIIb	58	l,v	z35	0
II	58	l,z13,z28	1,5	0
II	58	l,z13,z28	z6	0
IIIb	58	r	e,n,x,z15	0
IIIb	58	r	z	0
IIIb	58	r	z53	0
II	58	z10	1,6	0
IIIb	58	z10	e,n,x,z15	0
IIIb	58	z10	z53	0
II	58	z10	z6	0
II	58	z39	e,n,x,z15	0
IIIb	58	z52	z	0
IIIb	58	z52	z35	0
II	58	z6	1,6	0
IIIb	61	c	1,5,7	0
IIIb	61	c	z35	0
IIIb	61	i	e,n,x,z15	0
IIIb	61	i	z	0
IIIb	61	i	z35	0
IIIb	61	i	z53	0
IIIb	61	k	1,5	0
IIIb	61	k	1,5,7	0
IIIb	61	k	z35	0
IIIb	61	k	z53	0
IIIb	61	l,v	1,5,7	0
IIIb	61	l,v	z	0
IIIb	61	l,v	z35	0
IIIb	61	r	1,5,7	0
IIIb	61	r	z	0
IIIb	61	r	z35	0
IIIb	61	r	z53	0
IIIb	61	z10	z35	0
V	61	z35	-	0
IIIb	61	z52	1,5,7	0
IIIb	61	z52	z	0
IIIb	61	z52	z35	0
IIIb	61	z52	z53	0
II	-	-	1,6	0
Leda	-	-	1,6	0
II	-	-	1,7	0
IV	-	a	-	0
Windsheim	-	a	1,2	0
Uithof	-	a	1,5	0
Tione	-	a	e,n,x	0
Ord	-	a	e,n,z15	0
II	-	a	z42	0
Antonio	-	a	z6	0
II	-	b	-	0
IV	-	b	-	0
II	-	b	1,5	0
Karaya	-	b	1,5	0
Molesey	-	b	1,5	0
Maryland	-	b	1,7	0
Flottbek	-	b	e,n,x	0
Tonev	-	b	e,n,x	0
Batonrouge	-	b	e,n,z15	0
II	-	c	-	0
II	-	c	1,5	0
IIIb	-	c	1,5,7	0
IIIb	-	c	e,n,x,z15	0
IIIb	-	c	e,n,x,z15	0
II	-	c	k	0
IIIb	-	c	z	0
IIIb	-	c	z	0
IIIb	-	c	z53	0
II	-	d	-	0
Gokul	-	d	1,5	0
II	-	d	1,5	0
II	-	d	1,5	0
Utrecht	-	d	1,5	0
II	-	d	e,n,x,z15	0
II	-	d	z39	0
II	-	d	z39	0
II	-	d	z42	0
Meskin	-	e,h	1,2	0
Winnipeg	-	e,h	1,5	0
Butare	-	e,h	1,6	0
Rossleben	-	e,h	1,6	0
Derkle	-	e,h	1,7	0
II	-	e,n,x	1,7	0
Borreze	-	f,g,s	-	0
Montevideo	-	g,m,s	-	0.77943
II	-	g,m,s,t	z42	0
II	-	g,m,t	z6	0
Uccle	-	g,s,t	-	0
II	-	g,s,t	e,n,x	0
II	-	g,t	-	0
II	-	g,t	-	0
II	-	g,t	-	0
Saintemarie	-	g,t	-	0
IIIa	-	g,z51	-	0
IIIa	-	g,z51	-	0
IIIa	-	g,z51	-	0
IV	-	g,z51	-	0
IV	-	g,z51	-	0
Kabete	-	i	1,5	0
IIIb	-	i	e,n,x,z15	0
IIIb	-	i	e,n,x,z15	0
IIIb	-	i	e,n,x,z15	0
IIIb	-	i	e,n,x,z15	0
IIIb	-	i	z	0
IIIb	-	i	z	0
IIIb	-	i	z	0
IIIb	-	i	z	0
IIIb	-	i	z	0
IIIb	-	i	z35	0
IIIb	-	i	z35	0
Poeseldorf	-	i	z6	0
Bordeaux	-	k	1,5	0
Ochsenwerder	-	k	1,5	0
IIIb	-	k	e,n,x,z15	0
IIIb	-	k	e,n,x,z15	0
IIIb	-	k	e,n,x,z15	0
IIIb	-	k	e,n,x,z15	0
Dan	-	k	e,n,z15	0
IIIb	-	k	z	0
IIIb	-	k	z	0
IIIb	-	k	z	0
IIIb	-	k	z	0
IIIb	-	k	z	0
IIIb	-	k	z35	0
IIIb	-	k	z35	0
IIIb	-	k	z35	0
IIIb	-	k	z35	0
IIIb	-	k	z35	0
IIIb	-	k	z35	0
II	-	k	z39	0
IIIb	-	k	z53	0
IIIb	-	k	z53	0
IIIb	-	k	z53	0
IIIb	-	k	z53	0
IIIb	-	k	z53	0
II	-	k	z65	0
Harcourt	-	l,v	1,2	0
Overschie	-	l,v	1,5	0.00555
Dadzie	-	l,v	e,n,x	0
IIIb	-	l,v	e,n,x,z15	0
IIIb	-	l,v	e,n,x,z15	0
IIIb	-	l,v	z	0
IIIb	-	l,v	z	0
IIIb	-	l,v	z	0
IIIb	-	l,v	z	0
IIIb	-	l,v	z	0
IIIb	-	l,v	z35	0
IIIb	-	l,v	z35	0
II	-	l,v	z39	0
IIIb	-	l,v	z53	0
IIIb	-	l,v	z53	0
IIIb	-	l,v	z53	0
Marsabit	-	l,w	1,5	0
II	-	l,z28	-	0
Moundou	-	l,z28	1,5	0
II	-	l,z28	e,n,x	0
II	-	l,z28	z39	0
II	-	l,z28	z39	0
II	-	l,z28	z6	0
II	-	l,z28	z6	0
Djinten	-	m,t	-	0
Newholland	-	m,t	-	0
Crossness	-	r	1,2	0
Czernyring	-	r	1,5	0
IIIb	-	r	e,n,x,z15	0
IIIb	-	r	z	0
IIIb	-	r	z	0
IIIb	-	r	z35	0
IIIb	-	r	z35	0
IIIb	-	r	z35	0
IIIb	-	r	z35	0
IIIb	-	r	z53	0
IIIb	-	r	z68	0
Lutetia	-	r,i	l,z13,z28	0
Steinwerder	-	y	1,5	0
Antsalova	-	z	1,5	0
II	-	z	1,5	0
IIIb	-	z	1,5,7	0
Treforest	-	z	1,6	0
II	-	z	e,n,x	0
Lechler	-	z	e,n,z15	0
II	-	z	z39	0
IIIb	-	z	z52	0
II	-	z	z6	0
II	-	z	z6	0
II	-	z	z6	0
Bergues	-	z10	1,5	0
Canton	-	z10	e,n,x	0
II	-	z10	e,n,x	0
IIIb	-	z10	e,n,x,z15	0
Barry	-	z10	e,n,z15	0
IIIb	-	z10	z	0
IIIb	-	z10	z	0
IIIb	-	z10	z	0
IIIb	-	z10	z	0
IIIb	-	z10	z35	0
IIIb	-	z10	z35	0
IIIb	-	z10	z53	0
IIIb	-	z10	z53	0
IIIb	-	z10	z57	0
IIIa	-	z29	-	0
IIIa	-	z29	-	0
IIIa	-	z29	-	0
IIIa	-	z29	-	0
Mundubbera	-	z29	-	0
II	-	z29	e,n,x	0
II	-	z29	e,n,x,z15	0
II	-	z29	z42	0
V	-	z35	-	0
IIIa	-	z36	-	0
IIIa	-	z36	-	0
IIIa	-	z36	-	0
VI	-	z36	-	0
IV	-	z36,z38	-	0
V	-	z39	-	0
II	-	z39	1,5,7	0
II	-	z39	e,n,x,z15	0
IIIa	-	z4,z23	-	0
IIIa	-	z4,z23	-	0
IIIa	-	z4,z23	-	0
IIIa	-	z4,z23	-	0
IIIa	-	z4,z23	-	0
IIIa	-	z4,z23	-	0
IV	-	z4,z23	-	0
IV	-	z4,z23	-	0
IV	-	z4,z23	-	0
Yerba	-	z4,z23	-	0
IIIa	-	z4,z23,z32	-	0
IIIa	-	z4,z23,z32	-	0
II	-	z4,z24	-	0
IIIa	-	z4,z24	-	0
IIIa	-	z4,z24	-	0
IIIa	-	z4,z32	-	0
IIIa	-	z4,z32	-	0
IIIa	-	z4,z32	-	0
V	-	z41	-	0
V	-	z41	-	0
II	-	z42	1,6	0
II	-	z44	1,5,7	0
IIIb	-	z52	1,5,7	0
IIIb	-	z52	e,n,x,z15	0
IIIb	-	z52	z	0
IIIb	-	z52	z	0
IIIb	-	z52	z35	0
IIIb	-	z52	z35	0
IIIb	-	z52	z35	0
IIIb	-	z52	z53	0
IIIb	-	z52	z53	0
IIIb	-	z52	z53	0
IIIb	-	z52	z53	0
V	-	z65	-	0
V	-	z81	-	0
Paratyphi A	A	a	1,5	1.71696
Gallinarum	A/D	-	-	0.00277
Detmold	A/D	a	1,2	0
II	A/D	a	1,5	0
Sendai	A/D	a	1,5	0.00277
Miami	A/D	a	1,5	0.1165
Os	A/D	a	1,6	0
Saarbruecken	A/D	a	1,7	0
II	A/D	a	e,n,x	0
Baildon	A/D	a	e,n,x	0.01664
Lomalinda	A/D	a	e,n,x	0.01664
Doba	A/D	a	e,n,z15	0
Durban	A/D	a	e,n,z15	0.04438
II	A/D	a	z39	0
II	A/D	a	z42	0
II	A/D	a	z6	0
Montaigu	A/D	b	1,2	0
Onarimon	A/D	b	1,2	0
Cheltenham	A/D	b	1,5	0
Frintrop	A/D	b	1,5	0
Zadar	A/D	b	1,6	0
Bata	A/D	b	1,7	0
II	A/D	b	e,n,x	0
II	A/D	b	e,n,x	0
Worb	A/D	b	e,n,x	0
Mana	A/D	b	e,n,z15	0
Bamboye	A/D	b	l,w	0
Kolar	A/D	b	z35	0
II	A/D	b	z39	0
II	A/D	b	z6	0
Linguere	A/D	b	z6	0.00277
Goeteborg	A/D	c	1,5	0
Ipeko	A/D	c	1,6	0
Argenteuil	A/D	c	1,7	0
Elokate	A/D	c	1,7	0
Alabama	A/D	c	e,n,z15	0
II	A/D	c	z39	0
Itutaba	A/D	c	z6	0
Ridge	A/D	c	z6	0
Typhi	A/D	d	-	2.61567
Ndolo	A/D	d	1,5	0
Ontario	A/D	d	1,5	0
Quentin	A/D	d	1,6	0
Tarshyne	A/D	d	1,6	0
Eschberg	A/D	d	1,7	0
Strasbourg	A/D	d	1,7	0
II	A/D	d	e,n,x	0
Bangui	A/D	d	e,n,z15	0
Olten	A/D	d	e,n,z15	0
Jaffna	A/D	d	z35	0
Sontheim	A/D	d	z35	0
II	A/D	d	z39	0
Plymouth	A/D	d	z6	0
Zega	A/D	d	z6	0
Bergedorf	A/D	e,h	1,2	0
Bournemouth	A/D	e,h	1,2	0
Waedenswil	A/D	e,h	1,5	0
Eastbourne	A/D	e,h	1,5	0.08599
Westafrica	A/D	e,h	1,7	0
Israel	A/D	e,h	e,n,z15	0
Guerin	A/D	e,h	z6	0
II	A/D	e,n,x	1,5,7	0
II	A/D	e,n,x	1,5,7	0
II	A/D	e,n,x	1,6	0
Wernigerode	A/D	f,g	-	0
Berta	A/D	f,g,t	-	0.53534
Hillingdon	A/D	g,m	-	0
Nitra	A/D	g,m	-	0
Enteritidis	A/D	g,m	-	27.55464
Blegdam	A/D	g,m,q	-	0.00277
Gueuletapee	A/D	g,m,s	-	0
Macclesfield	A/D	g,m,s	1,2,7	0
II	A/D	g,m,s,t	1,5,7	0
II	A/D	g,m,s,t	e,n,x	0
II	A/D	g,m,s,t	e,n,x	0
Kiel	A/D	g,p	-	0.00277
Dublin	A/D	g,p	-	0.07489
Naestved	A/D	g,p,s	-	0.00277
Rostock	A/D	g,p,u	-	0
Moscow	A/D	g,q	-	0
Gateshead	A/D	g,s,t	-	0
II	A/D	g,s,t	e,n,x	0
II	A/D	g,t	e,n,x	0
IIIa	A/D	g,z51	1,5	0
II	A/D	g,z62	-	0
II	A/D	g,z62	e,n,x	0
Antarctica	A/D	g,z63	-	0
Rosenberg	A/D	g,z85	-	0
Seremban	A/D	i	1,5	0
Mathura	A/D	i	e,n,z15	0
Potto	A/D	i	z6	0
Marylebone	A/D	k	1,2	0
Claibornei	A/D	k	1,5	0
Cochin	A/D	k	1,5	0
Clontarf	A/D	k	1,6	0
Goverdhan	A/D	k	1,6	0.00555
Ceyco	A/D	k	z35	0
Mendoza	A/D	l,v	1,2	0
Houston	A/D	l,v	1,5	0
India	A/D	l,v	1,5	0
Koessen	A/D	l,v	1,5	0
Panama	A/D	l,v	1,5	0.40497
Geraldton	A/D	l,v	1,6	0
Kapemba	A/D	l,v	1,7	0
II	A/D	l,v	e,n,x	0
Toronto	A/D	l,v	e,n,x	0
Zaiman	A/D	l,v	e,n,x	0
Goettingen	A/D	l,v	e,n,z15	0.0111
II	A/D	l,v	z39	0
Ackwepe	A/D	l,w	-	0
Victoria	A/D	l,w	1,5	0
II	A/D	l,w	e,n,x	0
Itami	A/D	l,z13	1,5	0.00555
Miyazaki	A/D	l,z13	1,7	0
Napoli	A/D	l,z13	e,n,x	0.01942
Nordrhein	A/D	l,z13,z28	e,n,z15	0
II	A/D	l,z13,z28	z39	0
II	A/D	l,z28	1,5	0
Javiana	A/D	l,z28	1,5	1.06235
Kotu	A/D	l,z28	1,6	0
II	A/D	l,z28	e,n,x	0
York	A/D	l,z28	e,n,z15	0
Sangalkam	A/D	m,t	-	0
Pensacola	A/D	m,t	1,2	0.00277
II	A/D	m,t	1,5	0
II	A/D	m,t	e,n,x	0
II	A/D	m,t	e,n,x	0
II	A/D	m,t	z39	0
Jamaica	A/D	r	1,5	0
Camberwell	A/D	r	1,7	0
Deckstein	A/D	r	1,7	0
Yellowknife	A/D	r	e,n,x	0
Campinense	A/D	r	e,n,z15	0
Shoreditch	A/D	r	e,n,z15	0
Lome	A/D	r	z6	0
Sokode	A/D	r	z6	0
Powell	A/D	y	1,7	0
Benin	A/D	y	1,7	0.00277
Irchel	A/D	y	e,n,x	0
Nantes	A/D	y	l,w	0
II	A/D	y	z39	0
II	A/D	y	z39	0
Mayday	A/D	y	z6	0
Mulhouse	A/D	z	1,2	0
II	A/D	z	1,5	0
Lawndale	A/D	z	1,5	0
Kimpese	A/D	z	1,6	0
II	A/D	z	1,7	0
II	A/D	z	e,n,x	0
Aurelianis	A/D	z	e,n,z15	0
Bambylor	A/D	z	e,n,z15	0
II	A/D	z	z39	0
II	A/D	z	z39	0
II	A/D	z	z6	0
II	A/D	z10	1,5	0
Portland	A/D	z10	1,5	0.00277
Lishabi	A/D	z10	1,7	0
II	A/D	z10	e,n,x	0
Inglis	A/D	z10	e,n,x	0
Mahina	A/D	z10	e,n,z15	0
Ruanda	A/D	z10	e,n,z15	0
II	A/D	z10	z39	0
II	A/D	z10	z39	0
II	A/D	z10	z6	0
Louisiana	A/D	z10	z6	0
Treguier	A/D	z10	z6	0
Ouakam	A/D	z29	-	0.00277
II	A/D	z29	1,5	0
II	A/D	z29	e,n,x	0
Hillegersberg	A/D	z35	1,5	0
Basingstoke	A/D	z35	e,n,z15	0
Penarth	A/D	z35	z6	0
Trimdon	A/D	z35	z6	0
Elomrane	A/D	z38	-	0
Fresno	A/D	z38	-	0
II	A/D	z39	1,7	0
II	A/D	z39	1,7	0
Ekotedo	A/D	z4,z23	-	0
Wangata	A/D	z4,z23	1,7	0.00832
Natal	A/D	z4,z24	-	0
Ngaparou	A/D	z4,z24	-	0
II	A/D	z4,z24	1,5	0
II	A/D	z4,z24	z39	0
Wuppertal	A/D	z41	-	0
Ottawa	A/D	z41	1,5	0
II	A/D	z42	1,5,7	0
Franken	A/D	z6	z67	0
Abortusequi	B	-	e,n,x	0
Kisangani	B	a	1,2	0.00277
Fulica	B	a	1,5	0
Hessarek	B	a	1,5	0
Arechavaleta	B	a	1,7	0.02774
II	B	a	e,n,x	0
Bispebjerg	B	a	e,n,x	0.00277
Tinda	B	a	e,n,z15	0
Huettwilen	B	a	l,w	0
II	B	a	z39	0
Nakuru	B	a	z6	0
Schleissheim	B	b	-	0
I	B	b	-	
Paratyphi B	B	b	1,2	0.1165
Paratyphi B var. Java	B	b	1,2	1.12338
II	B	b	1,5	0
Limete	B	b	1,5	0.00277
Canada	B	b	1,6	0.00277
Uppsala	B	b	1,7	0
Sophie	B	b	e,n,x	0
Abony	B	b	e,n,x	0.00277
Wagenia	B	b	e,n,z15	0
Wien	B	b	l,w	0
Tripoli	B	b	z6	0
Legon	B	c	1,5	0
Abortusovis	B	c	1,6	0
Altendorf	B	c	1,7	0
Bissau	B	c	e,n,x	0
Jericho	B	c	e,n,z15	0
Hallfold	B	c	l,w	0
Bury	B	c	z6	0
Stanley	B	d	1,2	1.06235
Eppendorf	B	d	1,5	0
Brezany	B	d	1,6	0
Schwarzengrund	B	d	1,7	0.48818
II	B	d	e,n,x	0
Sarajane	B	d	e,n,x	0
Duisburg	B	d	e,n,z15	0
Mons	B	d	l,w	0
Chennai	B	d	z35	0
Ayinde	B	d	z6	0
Saintpaul	B	e,h	1,2	1.98879
Reading	B	e,h	1,5	0.08044
Eko	B	e,h	1,6	0.00277
Kaapstad	B	e,h	1,7	0
Chester	B	e,h	e,n,x	0.11372
Sandiego	B	e,h	e,n,z15	0.25241
Chartres	B	e,h	l,w	0
II	B	e,n,x	1,2,7	0
II	B	e,n,x	1,5,7	0
Derby	B	f,g	1,2	0.46045
Agona	B	f,g,s	1,2	1.59214
Agona	B	f,g,s	-	1.59214
II	B	f,g,t	z6	0
Essen	B	g,m	-	0.00277
Hato	B	g,m,s	1,2	0
II	B	g,m,s,t	e,n,x	0
II	B	g,m,t	1,5	0
II	B	g,m,t	z39	0
California	B	g,m,t	z67	0.00277
Kingston	B	g,s,t	1,2	0.01387
Budapest	B	g,t	-	0
Alamo	B	g,z51	1,7	0
Larose	B	g,z51	e,n,z15	0
II	B	g,z62	-	0
Typhimurium	B	i	1,2	17.18351
Lagos	B	i	1,5	0
Agama	B	i	1,6	0.00555
Farsta	B	i	e,n,x	0
Tsevie	B	i	e,n,z15	0.00555
Gloucester	B	i	l,w	0
II	B	i	z35	0
Tumodi	B	i	z6	0
Massenya	B	k	1,5	0
II	B	k	1,6	0
Neumuenster	B	k	1,6	0
Ljubljana	B	k	e,n,x	0
Texas	B	k	e,n,z15	0
Fyris	B	l,v	1,2	0
Azteca	B	l,v	1,5	0
Clackamas	B	l,v	1,6	0.00277
Bredeney	B	l,v	1,7	0.07489
II	B	l,v	e,n,x	0
Kimuenza	B	l,v	e,n,x	0.00555
Brandenburg	B	l,v	e,n,z15	0.38278
II	B	l,v	z39	0
Mono	B	l,w	1,5	0
Togo	B	l,w	1,6	0
II	B	l,w	e,n,x	0
Blancmesnil	B	l,w	e,n,z15	0
Ayton	B	l,w	z6	0
Kunduchi	B	l,z13,z28	1,2	0
Tyresoe	B	l,z13,z28	1,5	0
Haduna	B	l,z13,z28	1,6	0
Kubacha	B	l,z13,z28	1,7	0
Kano	B	l,z13,z28	e,n,x	0
Vom	B	l,z13,z28	e,n,z15	0
II	B	l,z28	e,n,x	0
Reinickendorf	B	l,z28	e,n,x	0
Banana	B	m,t	1,5	0.00555
Madras	B	m,t	e,n,z15	0.00832
Heidelberg	B	r	1,2	11.18107
Bradford	B	r	1,5	0.00277
Winneba	B	r	1,6	0
Remo	B	r	1,7	0
Bochum	B	r	l,w	0.00555
Southampton	B	r	z6	0
Drogana	B	r,i	e,n,z15	0
Africana	B	r,i	l,w	0
Coeln	B	y	1,2	0.02219
Trachau	B	y	1,5	0
Finaghy	B	y	1,6	0
Teddington	B	y	1,7	0
Ball	B	y	e,n,x	0
Jos	B	y	e,n,z15	0
Kamoru	B	y	z6	0
Shubra	B	z	1,2	0
II	B	z	1,5	0
Kiambu	B	z	1,5	0.33285
Loubomo	B	z	1,6	0
II	B	z	1,7	0
Indiana	B	z	1,7	0.14978
II	B	z	e,n,x	0
Neftenbach	B	z	e,n,x	0
Koenigstuhl	B	z	e,n,z15	0
Preston	B	z	l,w	0
II	B	z	z39	0
Entebbe	B	z	z6	0
Haifa	B	z10	1,2	0.09708
Ituri	B	z10	1,5	0.00277
Tudu	B	z10	1,6	0
Albert	B	z10	e,n,x	0
Tokoin	B	z10	e,n,z15	0
Mura	B	z10	l,w	0
Vellore	B	z10	z35	0
Fortune	B	z10	z6	0
Brancaster	B	z29	-	0
II	B	z29	e,n,x	0
Pasing	B	z35	1,5	0
Tafo	B	z35	1,7	0
Yaounde	B	z35	e,n,z15	0
Sloterdijk	B	z35	z6	0
Tejas	B	z36	-	0
Wilhelmsburg	B	z38	e,n,z15	0
II	B	z39	1,5,7	0
Stanleyville	B	z4,z23	1,2	0.02496
Vuadens	B	z4,z23	z6	0
Kalamu	B	z4,z24	1,5	0
Thayngen	B	z41	1,2,5	0
Maska	B	z41	e,n,z15	0
Mygdal	B	z91	-	0
II	C1	-	1,6	0
II	C1	a	1,5	0
Sanjuan	C1	a	1,5	0
Umhlali	C1	a	1,6	0
Austin	C1	a	1,7	0
Oslo	C1	a	e,n,x	0.10263
Denver	C1	a	e,n,z15	0.0111
Coleypark	C1	a	l,w	0
II	C1	a	z42	0
Damman	C1	a	z6	0
II	C1	a	z6	0
Brazzaville	C1	b	1,2	0
Edinburg	C1	b	1,5	0.01942
Adime	C1	b	1,6	0
Koumra	C1	b	1,7	0
II	C1	b	e,n,x	0
Lockleaze	C1	b	e,n,x	0
Georgia	C1	b	e,n,z15	0.0111
Ohio	C1	b	l,w	0.14424
Kotte	C1	b	z35	0
II	C1	b	z39	0
Leopoldville	C1	b	z6	0
Hissar	C1	c	1,2	0
Typhisuis	C1	c	1,5	0
Paratyphi C	C1	c	1,5	0.00832
Choleraesuis	C1	c	1,5	0.06657
Birkenhead	C1	c	1,6	0.00277
Schwabach	C1	c	1,7	0
Namibia	C1	c	e,n,x	0
Kaduna	C1	c	e,n,z15	0
Cotonou	C1	c	z6	0
Kisii	C1	d	1,2	0
Kambole	C1	d	1,2,7	0
Isangi	C1	d	1,5	0.00832
Kivu	C1	d	1,6	0
Amersfoort	C1	d	e,n,x	0
Gombe	C1	d	e,n,z15	0
Livingstone	C1	d	l,w	0.04438
Wil	C1	d	l,z13,z28	0
II	C1	d	z42	0
Nieukerk	C1	d	z6	0
Larochelle	C1	e,h	1,2	0.0111
Lomita	C1	e,h	1,5	0
Norwich	C1	e,h	1,6	0.00832
Nola	C1	e,h	1,7	0
Braenderup	C1	e,h	e,n,z15	0.97914
II	C1	e,n,x	1,6	0
Kastrup	C1	e,n,z15	1,6	0
Rissen	C1	f,g	-	0.08321
Eingedi	C1	f,g,t	1,2,7	0
Afula	C1	f,g,t	e,n,x	0
Montevideo	C1	g,m,p,s	1,2,7	0.77943
II	C1	g,m,s,t	1,5	0
II	C1	g,m,s,t	e,n,x	0
II	C1	g,m,s,t	z39	0
II	C1	g,m,s,t	z42	0
II	C1	g,m,t	-	0
Othmarschen	C1	g,m,t	-	0.01942
Oranienburg	C1	g,m,t	-	1.14279
Plumaugat	C1	g,s,q	-	0
Menston	C1	g,s,t	1,6	0
Riggil	C1	g,t	-	0
II	C1	g,t	e,n,x	0
IIIa	C1	g,z51	-	0
IIIa	C1	g,z51	1,5	0
Newmexico	C1	g,z51	e,n,z15	0
Augustenborg	C1	i	1,2	0.00277
Oritamerin	C1	i	1,5	0
Garoli	C1	i	1,6	0
Lika	C1	i	1,7	0
Athinai	C1	i	e,n,z15	0
Norton	C1	i	l,w	0
Stuttgart	C1	i	z6	0
Galiema	C1	k	1,2	0.00832
Thompson	C1	k	1,5	2.66559
Daytona	C1	k	1,6	0.03606
Baiboukoum	C1	k	1,7	0
Singapore	C1	k	e,n,x	0.03051
Escanaba	C1	k	e,n,z15	0.00277
IIIb	C1	k	z	0
II	C1	k	z6	0
Concord	C1	l,v	1,2	0.01664
Irumu	C1	l,v	1,5	0.02219
IIIb	C1	l,v	1,5,7	0
Mkamba	C1	l,v	1,6	0.00555
Kortrijk	C1	l,v	1,7	0
Bonn	C1	l,v	e,n,x	0.00832
Potsdam	C1	l,v	e,n,z15	0.01942
Coromandel	C1	l,v	z35	0
IIIb	C1	l,v	z53	0
Gdansk	C1	l,v	z6	0
Gabon	C1	l,w	1,2	0
Colorado	C1	l,w	1,5	0.00277
II	C1	l,w	1,5,7	0
Langeveld	C1	l,w	e,n,z15	0
II	C1	l,w	z42	0
Nessziona	C1	l,z13	1,5	0.03329
Kenya	C1	l,z13	e,n,x	0
Strathcona	C1	l,z13,z28	1,7	0
Neukoelln	C1	l,z13,z28	e,n,z15	0
Makiso	C1	l,z13,z28	z6	0.00277
II	C1	l,z28	1,5	0
II	C1	l,z28	e,n,x	0
II	C1	l,z28	z6	0
Haelsingborg	C1	m,p,t,u	-	0
II	C1	m,t	-	0
Winston	C1	m,t	1,6	0
Othmarschen	C1	m,t	z57	0.01942
Oranienburg	C1	m,t	z57	1.14279
Oakey	C1	m,t	z64	0
Virchow	C1	r	1,2	0.613
Infantis	C1	r	1,5	1.86952
Nigeria	C1	r	1,6	0
Colindale	C1	r	1,7	0.03051
Papuana	C1	r	e,n,z15	0
Grampian	C1	r	l,w	0
Richmond	C1	y	1,2	0.05825
Bareilly	C1	y	1,5	0.23854
Oyonnax	C1	y	1,6	0
Gatow	C1	y	1,7	0.00555
Hartford	C1	y	e,n,x	0.30234
Mikawasima	C1	y	e,n,z15	0.00277
Chile	C1	z	1,2	0
II	C1	z	1,5	0
Poitiers	C1	z	1,5	0
Oakland	C1	z	1,6,7	0
Cayar	C1	z	e,n,x	0
II	C1	z	e,n,x	0
Businga	C1	z	e,n,z15	0
Bruck	C1	z	l,w	0
II	C1	z	z39	0
II	C1	z	z42	0
II	C1	z	z6	0
Menden	C1	z10	1,2	0
Inganda	C1	z10	1,5	0
Eschweiler	C1	z10	1,6	0
Ngili	C1	z10	1,7	0
Djugu	C1	z10	e,n,x	0
Mbandaka	C1	z10	e,n,z15	0.64351
Jerusalem	C1	z10	l,w	0
Omuna	C1	z10	z35	0
Redba	C1	z10	z6	0
Tennessee	C1	z29	1,2,7	0.21081
II	C1	z29	z42	0
Tienba	C1	z35	1,6	0
Palime	C1	z35	e,n,z15	0
IV	C1	z36	-	0
Tampico	C1	z36	e,n,z15	0
II	C1	z36	z42	0
Lille	C1	z38	-	0
Rumford	C1	z38	1,2	0
IIIb	C1	z39	1,2	0
II	C1	z39	1,5,7	0
II	C1	z4,z23	-	0
IV	C1	z4,z23	-	0
Obogu	C1	z4,z23	1,5	0
Planckendael	C1	z4,z23	1,6	0
Aequatoria	C1	z4,z23	e,n,z15	0
Goma	C1	z4,z23	z6	0
IV	C1	z4,z24	-	0
Somone	C1	z4,z24	-	0
II	C1	z4,z24	z42	0
VI	C1	z41	1,7	0
Hillsborough	C1	z41	l,w	0
Tamilnadu	C1	z41	z35	0
II	C1	z42	1,5,7	0
Bulovka	C1	z44	-	0
II	C1	z6	1,7	0
Valdosta	C2-C3	a	1,2	0
Doncaster	C2-C3	a	1,5	0
Curacao	C2-C3	a	1,6	0
Nordufer	C2-C3	a	1,7	0
II	C2-C3	a	e,n,x	0
Narashino	C2-C3	a	e,n,x	0
Leith	C2-C3	a	e,n,z15	0
II	C2-C3	a	z39	0
II	C2-C3	a	z52	0
Be	C2-C3	a	z6	0
Djelfa	C2-C3	b	1,2	0
Skansen	C2-C3	b	1,2	0
II	C2-C3	b	1,5	0
Korbol	C2-C3	b	1,5	0
Nagoya	C2-C3	b	1,5	0
Stourbridge	C2-C3	b	1,6	0
Eboko	C2-C3	b	1,7	0
Sanga	C2-C3	b	1,7	0
Konstanz	C2-C3	b	e,n,x	0
Gatuni	C2-C3	b	e,n,x	0.02496
Shipley	C2-C3	b	e,n,z15	0
Presov	C2-C3	b	e,n,z15	0.00277
Bukuru	C2-C3	b	l,w	0
Heistopdenberg	C2-C3	b	l,w	0
Banalia	C2-C3	b	z6	0
Tounouma	C2-C3	b	z6	0
Wingrove	C2-C3	c	1,2	0
Gaillac	C2-C3	c	1,5	0
Utah	C2-C3	c	1,5	0
Bronx	C2-C3	c	1,6	0
Belfast	C2-C3	c	1,7	0.00277
Belem	C2-C3	c	e,n,x	0
Santiago	C2-C3	c	e,n,x	0
Quiniela	C2-C3	c	e,n,z15	0
Alexanderpolder	C2-C3	c	l,w	0
Tado	C2-C3	c	z6	0
Virginia	C2-C3	d	1,2	0.01664
Muenchen	C2-C3	d	1,2	0.94863
Yovokome	C2-C3	d	1,5	0.00277
Manhattan	C2-C3	d	1,5	0.20526
Dunkwa	C2-C3	d	1,7	0
Portanigra	C2-C3	d	1,7	0
Sterrenbos	C2-C3	d	e,n,x	0
Herston	C2-C3	d	e,n,z15	0.00555
II	C2-C3	d	z6	0
Labadi	C2-C3	d	z6	0
Bardo	C2-C3	e,h	1,2	0.04161
